TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T02285,29-04-24,C186,P027,S002,1,0.05,Mobile Money
T02286,07-12-23,C167,P033,S004,1,0,Mobile Money
T02287,26-07-25,C009,P001,S003,3,0.15,Bank Transfer
T02288,28-09-24,C022,P011,S001,3,0.15,Mobile Money
T02289,24-06-24,C005,P010,S004,4,0.15,Cash
T02290,28-08-24,C058,P038,S002,4,0.05,Mobile Money
T02291,14-10-23,C137,P013,S001,3,0,Bank Transfer
T02292,20-12-23,C007,P023,S005,3,0.1,Credit Card
T02293,02-11-24,C194,P001,S001,3,0.15,Mobile Money
T02294,29-11-23,C187,P018,S001,1,0.15,Bank Transfer
T02295,17-02-25,C137,P019,S004,4,0.1,Credit Card
T02296,06-05-24,C098,P021,S004,2,0.05,Cash
T02297,31-10-23,C072,P041,S003,1,0.05,Bank Transfer
T02298,13-11-23,C087,P038,S005,4,0,Bank Transfer
T02299,23-06-25,C093,P047,S003,3,0,Cash
T02300,23-06-25,C079,P027,S005,3,0.1,Credit Card
T02301,21-04-25,C114,P045,S004,1,0.15,Cash
T02302,25-02-25,C120,P037,S001,3,0.15,Credit Card
T02303,09-01-25,C105,P027,S001,5,0,Bank Transfer
T02304,23-08-25,C157,P003,S005,3,0,Mobile Money
T02305,12-10-23,C047,P015,S003,3,0.1,Mobile Money
T02306,26-10-23,C033,P033,S002,2,0.05,Cash
T02307,25-10-23,C060,P013,S001,1,0.05,Mobile Money
T02308,26-08-25,C149,P028,S003,1,0.05,Cash
T02309,24-10-23,C183,P040,S003,3,0,Bank Transfer
T02310,03-08-24,C139,P013,S001,5,0.05,Bank Transfer
T02311,25-05-24,C028,P021,S001,5,0.15,Cash
T02312,21-11-24,C131,P035,S001,2,0.05,Bank Transfer
T02313,28-06-24,C147,P005,S003,4,0,Mobile Money
T02314,12-03-24,C073,P027,S002,1,0.1,Bank Transfer
T02315,24-10-23,C086,P036,S004,3,0.15,Bank Transfer
T02316,20-10-23,C160,P014,S001,2,0.1,Cash
T02317,23-04-25,C075,P021,S002,5,0,Cash
T02318,10-11-24,C156,P001,S002,3,0.1,Credit Card
T02319,22-10-23,C097,P020,S005,1,0.05,Mobile Money
T02320,13-11-23,C196,P007,S001,1,0.05,Mobile Money
T02321,28-07-24,C138,P049,S001,5,0,Mobile Money
T02322,14-04-24,C169,P015,S005,5,0.15,Bank Transfer
T02323,26-03-24,C069,P046,S002,5,0.1,Credit Card
T02324,10-03-24,C085,P014,S002,3,0.05,Mobile Money
T02325,08-09-24,C081,P003,S001,2,0.15,Mobile Money
T02326,24-10-23,C093,P040,S001,3,0,Bank Transfer
T02327,31-08-24,C168,P036,S004,5,0.05,Mobile Money
T02328,28-02-25,C108,P022,S002,5,0.05,Credit Card
T02329,10-04-24,C199,P043,S004,5,0.05,Bank Transfer
T02330,05-05-24,C074,P046,S003,3,0,Cash
T02331,06-12-24,C105,P032,S004,5,0.05,Mobile Money
T02332,29-07-25,C162,P048,S002,2,0.15,Cash
T02333,18-07-25,C043,P037,S001,4,0.1,Mobile Money
T02334,18-10-23,C191,P038,S001,2,0,Mobile Money
T02335,21-08-25,C007,P039,S002,1,0.05,Mobile Money
T02336,18-02-24,C109,P023,S003,2,0.15,Credit Card
T02337,12-11-24,C183,P039,S003,1,0.1,Bank Transfer
T02338,13-01-25,C152,P047,S005,5,0,Cash
T02339,06-06-24,C019,P032,S003,4,0.15,Mobile Money
T02340,27-04-24,C190,P005,S004,3,0.15,Credit Card
T02341,31-01-24,C188,P016,S002,5,0,Credit Card
T02342,29-06-25,C002,P028,S005,5,0.1,Mobile Money
T02343,10-03-24,C098,P044,S003,4,0.05,Bank Transfer
T02344,07-08-25,C198,P030,S001,2,0.1,Mobile Money
T02345,11-03-25,C088,P022,S001,5,0.15,Bank Transfer
T02346,12-04-24,C083,P013,S004,3,0.05,Credit Card
T02347,13-05-25,C011,P033,S002,4,0.1,Bank Transfer
T02348,27-06-24,C026,P047,S003,3,0.05,Cash
T02349,07-07-25,C074,P009,S003,4,0.15,Credit Card
T02350,16-05-25,C044,P025,S003,3,0,Credit Card
T02351,16-06-24,C171,P017,S003,2,0,Credit Card
T02352,14-06-25,C142,P002,S005,2,0,Cash
T02353,07-04-24,C139,P014,S005,2,0,Mobile Money
T02354,22-12-24,C007,P039,S003,2,0.1,Mobile Money
T02355,03-05-24,C188,P011,S004,5,0.05,Mobile Money
T02356,25-12-23,C076,P011,S001,1,0.15,Mobile Money
T02357,20-12-23,C127,P033,S003,1,0.05,Bank Transfer
T02358,22-07-25,C188,P036,S001,3,0,Credit Card
T02359,05-11-24,C187,P021,S001,3,0.05,Bank Transfer
T02360,22-07-25,C071,P037,S004,5,0,Bank Transfer
T02361,14-03-25,C010,P012,S004,1,0.1,Credit Card
T02362,19-09-24,C143,P033,S001,1,0.05,Credit Card
T02363,11-04-24,C151,P041,S004,2,0.05,Bank Transfer
T02364,05-06-24,C121,P010,S002,4,0.05,Mobile Money
T02365,14-05-24,C073,P037,S002,2,0,Credit Card
T02366,22-05-24,C001,P019,S004,1,0.15,Credit Card
T02367,31-03-25,C182,P013,S002,1,0.15,Bank Transfer
T02368,07-02-24,C158,P048,S004,5,0.05,Bank Transfer
T02369,24-09-23,C124,P021,S005,2,0.1,Credit Card
T02370,30-12-23,C075,P020,S004,4,0.15,Bank Transfer
T02371,07-11-23,C140,P016,S004,3,0,Credit Card
T02372,14-02-24,C029,P023,S003,4,0.15,Bank Transfer
T02373,24-10-23,C064,P014,S004,1,0.05,Mobile Money
T02374,20-02-25,C082,P040,S001,3,0.15,Credit Card
T02375,17-07-25,C199,P003,S004,4,0.15,Credit Card
T02376,01-02-25,C008,P040,S003,3,0.05,Mobile Money
T02377,26-04-25,C016,P047,S005,3,0.1,Bank Transfer
T02378,18-05-25,C106,P020,S004,4,0.15,Mobile Money
T02379,12-02-24,C067,P028,S001,3,0.15,Credit Card
T02380,01-12-23,C087,P024,S001,3,0.15,Mobile Money
T02381,18-12-23,C057,P007,S005,2,0.05,Cash
T02382,08-06-25,C158,P035,S005,3,0.05,Cash
T02383,22-11-24,C185,P034,S001,4,0,Bank Transfer
T02384,12-05-24,C091,P049,S005,1,0,Credit Card
T02385,20-06-25,C093,P042,S005,2,0.05,Mobile Money
T02386,03-09-25,C184,P047,S002,3,0.05,Bank Transfer
T02387,25-07-24,C085,P029,S004,2,0.05,Cash
T02388,05-10-23,C010,P050,S001,5,0,Mobile Money
T02389,07-04-24,C125,P017,S001,2,0.1,Bank Transfer
T02390,26-08-25,C007,P014,S002,2,0,Bank Transfer
T02391,30-11-24,C192,P017,S001,4,0.15,Credit Card
T02392,10-04-25,C190,P031,S003,1,0,Cash
T02393,22-01-24,C130,P030,S004,1,0,Credit Card
T02394,04-07-24,C025,P034,S005,4,0.05,Bank Transfer
T02395,22-06-24,C083,P048,S004,5,0,Bank Transfer
T02396,19-04-25,C071,P015,S004,2,0,Bank Transfer
T02397,22-07-25,C168,P039,S005,4,0.15,Bank Transfer
T02398,30-05-24,C110,P021,S001,2,0.15,Bank Transfer
T02399,23-06-24,C124,P039,S003,5,0.05,Mobile Money
T02400,08-03-25,C005,P038,S004,4,0.1,Cash
T02401,02-01-24,C116,P015,S002,5,0,Mobile Money
T02402,27-01-25,C198,P032,S002,4,0.1,Mobile Money
T02403,06-05-25,C145,P041,S001,3,0.1,Credit Card
T02404,20-05-24,C162,P014,S001,1,0.05,Credit Card
T02405,05-09-25,C126,P022,S005,2,0,Credit Card
T02406,16-09-23,C104,P042,S005,4,0.05,Cash
T02407,20-10-24,C197,P012,S004,3,0.15,Bank Transfer
T02408,31-03-25,C190,P050,S003,2,0,Bank Transfer
T02409,03-07-24,C177,P033,S005,5,0.15,Cash
T02410,09-01-25,C069,P002,S002,5,0.15,Mobile Money
T02411,22-09-23,C081,P049,S002,3,0.15,Mobile Money
T02412,04-04-25,C132,P014,S005,1,0,Mobile Money
T02413,18-04-25,C180,P027,S001,4,0.05,Cash
T02414,18-03-25,C042,P013,S005,1,0.05,Credit Card
T02415,16-08-25,C113,P045,S001,1,0.15,Mobile Money
T02416,10-09-24,C044,P021,S005,4,0.05,Mobile Money
T02417,09-08-24,C103,P050,S001,3,0,Mobile Money
T02418,11-11-23,C076,P045,S003,5,0.1,Bank Transfer
T02419,24-08-25,C145,P037,S002,2,0.1,Credit Card
T02420,02-02-24,C158,P011,S003,5,0.1,Mobile Money
T02421,16-07-25,C119,P011,S002,3,0.05,Credit Card
T02422,27-06-25,C135,P006,S004,1,0.1,Mobile Money
T02423,01-09-25,C046,P044,S002,4,0,Cash
T02424,06-03-25,C080,P041,S002,2,0,Mobile Money
T02425,23-01-25,C085,P009,S001,1,0.15,Credit Card
T02426,28-07-24,C018,P050,S003,5,0.05,Bank Transfer
T02427,10-05-25,C161,P011,S001,2,0.1,Bank Transfer
T02428,24-04-25,C110,P032,S005,3,0.1,Mobile Money
T02429,10-09-23,C066,P012,S005,5,0.05,Cash
T02430,09-11-23,C152,P033,S002,1,0.05,Bank Transfer
T02431,21-03-24,C046,P028,S003,5,0,Credit Card
T02432,29-09-24,C134,P004,S005,4,0.1,Bank Transfer
T02433,14-03-24,C189,P017,S005,4,0.05,Credit Card
T02434,08-11-24,C001,P018,S002,2,0,Credit Card
T02435,26-03-25,C037,P033,S002,4,0,Bank Transfer
T02436,07-06-25,C020,P001,S001,2,0.15,Mobile Money
T02437,22-08-25,C171,P002,S004,3,0.1,Cash
T02438,27-06-25,C062,P031,S005,4,0.15,Mobile Money
T02439,18-10-23,C181,P003,S004,3,0.1,Bank Transfer
T02440,11-03-25,C136,P045,S001,5,0.05,Credit Card
T02441,02-09-25,C163,P047,S003,2,0.15,Mobile Money
T02442,18-11-23,C126,P020,S003,1,0.15,Bank Transfer
T02443,15-02-24,C046,P028,S001,3,0.15,Bank Transfer
T02444,21-04-25,C187,P030,S004,2,0.05,Mobile Money
T02445,09-02-24,C096,P049,S002,1,0.05,Mobile Money
T02446,15-10-23,C093,P041,S005,2,0,Bank Transfer
T02447,22-07-24,C085,P011,S001,3,0.1,Cash
T02448,19-08-24,C156,P039,S003,1,0.1,Mobile Money
T02449,20-04-25,C102,P004,S001,3,0.1,Cash
T02450,21-10-23,C147,P009,S001,4,0.15,Mobile Money
T02451,12-10-24,C045,P049,S004,5,0,Cash
T02452,22-03-25,C095,P005,S001,5,0.05,Credit Card
T02453,30-06-25,C034,P021,S001,4,0,Cash
T02454,17-04-25,C114,P026,S001,3,0,Bank Transfer
T02455,05-07-24,C050,P048,S005,1,0.1,Bank Transfer
T02456,11-10-23,C182,P021,S002,5,0.1,Cash
T02457,11-07-24,C171,P029,S004,4,0,Cash
T02458,28-04-25,C050,P038,S005,2,0.1,Cash
T02459,14-12-23,C045,P020,S004,1,0.1,Credit Card
T02460,27-07-24,C177,P006,S005,4,0.05,Cash
T02461,04-07-24,C080,P028,S003,5,0.1,Cash
T02462,11-06-25,C088,P012,S004,5,0,Mobile Money
T02463,09-12-23,C023,P029,S001,1,0.05,Cash
T02464,28-02-24,C048,P025,S003,5,0,Credit Card
T02465,12-06-24,C003,P017,S002,3,0.15,Cash
T02466,28-10-24,C186,P049,S002,3,0.05,Credit Card
T02467,14-02-25,C080,P009,S001,4,0.1,Credit Card
T02468,01-04-24,C072,P049,S002,5,0.1,Mobile Money
T02469,02-08-24,C058,P012,S002,3,0.05,Credit Card
T02470,15-11-24,C076,P042,S003,4,0.1,Cash
T02471,26-10-23,C126,P001,S003,5,0.1,Bank Transfer
T02472,07-07-24,C198,P008,S005,4,0.05,Cash
T02473,07-09-24,C150,P021,S004,2,0.05,Mobile Money
T02474,04-06-24,C089,P039,S003,2,0.1,Bank Transfer
T02475,24-12-24,C024,P001,S005,2,0.1,Credit Card
T02476,29-10-24,C120,P042,S003,1,0,Credit Card
T02477,29-04-25,C122,P012,S002,4,0.1,Bank Transfer
T02478,01-07-25,C145,P018,S004,5,0,Bank Transfer
T02479,14-09-23,C180,P020,S001,3,0,Credit Card
T02480,17-10-24,C108,P028,S004,3,0.1,Cash
T02481,07-05-24,C048,P040,S003,3,0.05,Mobile Money
T02482,23-08-25,C140,P013,S002,1,0.15,Mobile Money
T02483,06-01-25,C152,P032,S005,4,0.15,Mobile Money
T02484,31-10-23,C063,P022,S003,3,0.1,Mobile Money
T02485,23-04-25,C174,P048,S004,3,0,Credit Card
T02486,01-11-23,C196,P006,S005,1,0.15,Mobile Money
T02487,21-10-24,C199,P018,S003,5,0.15,Cash
T02488,16-10-24,C042,P023,S005,2,0.1,Credit Card
T02489,02-03-24,C146,P023,S002,2,0.1,Cash
T02490,14-09-24,C024,P040,S003,2,0.1,Mobile Money
T02491,30-01-24,C102,P033,S002,4,0,Credit Card
T02492,24-02-25,C052,P030,S002,3,0.1,Cash
T02493,06-05-24,C048,P022,S002,2,0.15,Cash
T02494,18-02-24,C186,P049,S002,2,0.1,Cash
T02495,21-02-24,C123,P043,S002,3,0,Mobile Money
T02496,09-09-25,C141,P040,S004,2,0.15,Mobile Money
T02497,23-05-24,C119,P018,S002,1,0.15,Credit Card
T02498,12-07-25,C082,P014,S002,4,0.1,Bank Transfer
T02499,23-01-25,C173,P036,S004,5,0.15,Cash
T02500,11-11-23,C089,P032,S004,5,0,Credit Card
T02501,07-03-25,C156,P010,S002,2,0.1,Bank Transfer
T02502,25-02-24,C088,P001,S005,1,0.15,Cash
T02503,13-01-25,C166,P047,S002,2,0.15,Credit Card
T02504,10-02-25,C012,P013,S002,3,0.15,Cash
T02505,17-01-24,C087,P029,S004,2,0.15,Credit Card
T02506,07-03-25,C073,P024,S003,4,0.15,Cash
T02507,17-03-25,C067,P019,S004,2,0.05,Mobile Money
T02508,17-03-24,C175,P006,S005,1,0.15,Cash
T02509,27-05-25,C089,P019,S001,4,0,Credit Card
T02510,07-06-24,C082,P038,S002,5,0.15,Mobile Money
T02511,14-09-23,C003,P034,S004,4,0.15,Cash
T02512,14-10-23,C078,P040,S004,3,0,Mobile Money
T02513,03-10-24,C129,P025,S003,4,0.1,Bank Transfer
T02514,07-09-24,C029,P038,S002,4,0.15,Cash
T02515,03-08-24,C039,P035,S001,3,0.1,Credit Card
T02516,01-11-23,C132,P044,S005,4,0.15,Cash
T02517,18-01-25,C119,P023,S003,1,0,Mobile Money
T02518,05-07-25,C118,P049,S003,1,0.1,Bank Transfer
T02519,29-12-24,C109,P023,S003,3,0,Bank Transfer
T02520,05-06-25,C046,P006,S003,3,0.15,Cash
T02521,15-09-24,C115,P026,S003,3,0,Cash
T02522,21-10-23,C092,P024,S001,5,0.15,Credit Card
T02523,10-05-25,C045,P032,S001,5,0,Credit Card
T02524,20-03-25,C187,P010,S002,4,0.15,Bank Transfer
T02525,26-08-25,C089,P003,S004,5,0.05,Mobile Money
T02526,06-04-24,C011,P019,S001,3,0.1,Cash
T02527,17-05-25,C038,P046,S005,1,0.15,Cash
T02528,17-04-25,C087,P004,S003,4,0.15,Cash
T02529,12-01-24,C048,P034,S003,1,0.15,Cash
T02530,24-05-25,C050,P038,S005,3,0.1,Credit Card
T02531,22-06-25,C178,P001,S001,3,0.15,Credit Card
T02532,12-06-24,C195,P048,S004,3,0.05,Bank Transfer
T02533,15-04-24,C129,P037,S001,5,0.15,Credit Card
T02534,01-05-25,C174,P028,S003,3,0,Mobile Money
T02535,23-08-25,C054,P012,S001,4,0.05,Bank Transfer
T02536,13-05-24,C069,P038,S004,5,0.1,Cash
T02537,30-06-25,C057,P006,S002,1,0.1,Credit Card
T02538,29-09-24,C017,P016,S005,3,0.15,Mobile Money
T02539,22-08-25,C163,P022,S005,3,0.15,Mobile Money
T02540,03-09-25,C143,P027,S001,3,0.1,Bank Transfer
T02541,03-09-24,C089,P041,S004,2,0.15,Mobile Money
T02542,02-11-24,C054,P016,S005,2,0.15,Bank Transfer
T02543,26-10-23,C104,P019,S001,5,0,Mobile Money
T02544,16-01-25,C144,P004,S003,1,0.05,Bank Transfer
T02545,13-12-24,C078,P026,S003,3,0.15,Mobile Money
T02546,26-07-24,C008,P040,S002,5,0.05,Bank Transfer
T02547,13-11-24,C145,P030,S004,4,0,Bank Transfer
T02548,18-10-24,C143,P039,S004,2,0.15,Credit Card
T02549,25-05-25,C097,P049,S005,1,0,Mobile Money
T02550,04-10-23,C056,P014,S002,1,0.1,Credit Card
T02551,09-06-24,C041,P045,S004,5,0.15,Bank Transfer
T02552,11-09-24,C193,P049,S002,4,0.1,Bank Transfer
T02553,07-07-24,C198,P034,S003,1,0.1,Mobile Money
T02554,18-07-24,C058,P004,S004,4,0.15,Bank Transfer
T02555,18-11-23,C116,P005,S002,2,0.15,Bank Transfer
T02556,26-07-24,C001,P031,S005,3,0.15,Credit Card
T02557,25-04-25,C175,P002,S001,4,0.15,Mobile Money
T02558,11-04-25,C106,P045,S002,1,0.05,Credit Card
T02559,05-04-24,C157,P047,S005,5,0,Mobile Money
T02560,18-08-25,C006,P045,S003,5,0.05,Credit Card
T02561,13-02-25,C146,P032,S004,1,0.1,Cash
T02562,11-12-23,C191,P001,S005,4,0.05,Credit Card
T02563,29-07-25,C118,P038,S003,2,0.05,Mobile Money
T02564,31-03-24,C183,P005,S002,3,0.05,Bank Transfer
T02565,31-08-25,C017,P006,S001,2,0.15,Mobile Money
T02566,22-09-23,C063,P021,S005,4,0.05,Credit Card
T02567,31-05-25,C119,P028,S005,1,0.1,Credit Card
T02568,15-04-25,C063,P050,S004,1,0,Cash
T02569,22-07-25,C175,P024,S004,5,0.15,Mobile Money
T02570,14-06-24,C019,P014,S004,3,0,Cash
T02571,04-08-24,C113,P045,S004,1,0.1,Mobile Money
T02572,19-02-24,C186,P009,S001,3,0.15,Mobile Money
T02573,04-01-25,C110,P009,S001,1,0.05,Bank Transfer
T02574,14-03-25,C195,P004,S005,1,0.05,Bank Transfer
T02575,10-06-25,C106,P013,S003,2,0.05,Mobile Money
T02576,18-08-25,C054,P036,S003,1,0.1,Cash
T02577,05-07-24,C118,P029,S004,2,0.1,Bank Transfer
T02578,25-03-24,C076,P028,S004,3,0.15,Bank Transfer
T02579,13-10-24,C146,P002,S003,5,0,Credit Card
T02580,04-12-24,C038,P001,S005,3,0,Credit Card
T02581,14-02-25,C095,P036,S005,3,0.1,Bank Transfer
T02582,04-07-24,C184,P030,S002,5,0.1,Mobile Money
T02583,13-08-25,C183,P002,S004,3,0.05,Credit Card
T02584,04-10-24,C038,P028,S005,3,0.15,Bank Transfer
T02585,08-09-24,C164,P036,S002,1,0.05,Bank Transfer
T02586,14-11-23,C038,P044,S005,1,0.1,Bank Transfer
T02587,28-07-25,C185,P044,S005,5,0.15,Mobile Money
T02588,28-12-23,C159,P024,S002,3,0.05,Bank Transfer
T02589,29-06-25,C134,P017,S003,4,0.15,Credit Card
T02590,13-11-23,C135,P050,S004,2,0.15,Mobile Money
T02591,09-05-25,C004,P039,S001,3,0.05,Bank Transfer
T02592,11-02-24,C053,P006,S002,2,0.1,Cash
T02593,20-08-24,C167,P035,S002,3,0.15,Mobile Money
T02594,26-05-24,C146,P012,S001,5,0.05,Credit Card
T02595,24-03-25,C094,P030,S001,4,0,Bank Transfer
T02596,11-03-24,C130,P029,S001,3,0,Cash
T02597,13-08-25,C115,P006,S005,5,0.05,Credit Card
T02598,25-08-25,C066,P030,S002,2,0.05,Mobile Money
T02599,17-05-25,C046,P034,S001,5,0.1,Bank Transfer
T02600,11-02-24,C024,P035,S002,1,0.05,Bank Transfer
T02601,13-07-25,C016,P028,S002,2,0.05,Mobile Money
T02602,02-10-23,C119,P043,S001,5,0,Bank Transfer
T02603,23-03-25,C163,P032,S001,2,0.15,Cash
T02604,15-01-24,C114,P005,S001,4,0.05,Cash
T02605,12-10-24,C139,P019,S005,2,0.15,Bank Transfer
T02606,14-07-24,C146,P040,S001,5,0.15,Cash
T02607,01-12-24,C185,P034,S004,2,0.15,Cash
T02608,04-11-24,C065,P037,S004,5,0.1,Mobile Money
T02609,13-12-23,C162,P049,S002,3,0.15,Bank Transfer
T02610,08-02-25,C166,P032,S003,3,0.05,Bank Transfer
T02611,06-01-24,C071,P039,S005,5,0.1,Mobile Money
T02612,26-02-25,C029,P034,S002,4,0,Bank Transfer
T02613,05-05-24,C131,P002,S004,4,0.05,Credit Card
T02614,07-05-24,C017,P043,S004,3,0,Mobile Money
T02615,15-08-24,C088,P011,S005,2,0.05,Cash
T02616,22-12-24,C196,P050,S002,2,0.1,Bank Transfer
T02617,03-06-25,C082,P022,S005,4,0,Bank Transfer
T02618,29-12-24,C157,P004,S002,5,0.05,Bank Transfer
T02619,22-09-23,C041,P014,S002,4,0.05,Credit Card
T02620,30-07-24,C157,P046,S002,3,0.15,Mobile Money
T02621,06-09-25,C200,P045,S003,2,0.1,Mobile Money
T02622,24-09-24,C078,P008,S003,2,0.1,Bank Transfer
T02623,01-07-25,C187,P013,S003,3,0.15,Bank Transfer
T02624,15-08-25,C109,P030,S005,4,0.15,Cash
T02625,28-05-24,C196,P005,S004,1,0.15,Bank Transfer
T02626,04-05-25,C166,P034,S002,4,0.1,Cash
T02627,31-08-24,C181,P046,S002,2,0.1,Bank Transfer
T02628,03-06-24,C096,P030,S001,3,0.15,Mobile Money
T02629,21-06-24,C084,P026,S005,5,0.05,Credit Card
T02630,19-02-25,C159,P037,S005,4,0.1,Cash
T02631,18-05-24,C020,P006,S002,2,0.1,Mobile Money
T02632,18-11-24,C185,P007,S005,4,0,Mobile Money
T02633,16-10-24,C177,P009,S004,2,0.1,Mobile Money
T02634,25-11-23,C016,P027,S001,1,0.1,Bank Transfer
T02635,12-06-24,C138,P034,S003,4,0.1,Cash
T02636,05-10-23,C121,P034,S002,1,0.1,Mobile Money
T02637,08-04-24,C039,P027,S002,5,0.1,Credit Card
T02638,24-08-25,C144,P050,S001,4,0.05,Bank Transfer
T02639,09-10-24,C147,P014,S005,3,0.1,Cash
T02640,16-09-23,C036,P024,S001,3,0.1,Mobile Money
T02641,15-03-25,C192,P008,S002,2,0.1,Mobile Money
T02642,26-11-24,C059,P018,S004,3,0.1,Credit Card
T02643,26-11-24,C174,P031,S003,3,0,Credit Card
T02644,26-04-24,C031,P047,S004,4,0.15,Mobile Money
T02645,08-03-24,C013,P044,S005,1,0.1,Cash
T02646,10-01-24,C145,P042,S004,1,0.1,Mobile Money
T02647,03-07-25,C073,P029,S005,3,0,Cash
T02648,29-07-25,C145,P023,S001,5,0,Credit Card
T02649,19-03-25,C132,P012,S001,5,0.15,Credit Card
T02650,10-10-23,C193,P035,S001,4,0.1,Mobile Money
T02651,18-06-25,C116,P037,S002,3,0,Credit Card
T02652,15-05-24,C166,P045,S005,3,0.15,Mobile Money
T02653,25-12-23,C006,P021,S004,5,0.1,Cash
T02654,22-05-24,C160,P041,S004,1,0,Credit Card
T02655,30-12-24,C083,P006,S004,2,0.1,Credit Card
T02656,03-08-25,C150,P032,S003,5,0.15,Credit Card
T02657,14-03-25,C198,P013,S005,3,0.05,Credit Card
T02658,18-06-25,C198,P048,S002,2,0.1,Credit Card
T02659,19-04-24,C026,P037,S001,5,0,Credit Card
T02660,23-04-25,C139,P019,S003,1,0.1,Bank Transfer
T02661,28-04-24,C059,P011,S002,2,0.1,Credit Card
T02662,03-01-24,C109,P037,S003,2,0.05,Bank Transfer
T02663,17-06-25,C007,P046,S002,4,0,Mobile Money
T02664,15-11-24,C007,P046,S004,2,0.15,Cash
T02665,15-05-25,C115,P008,S004,4,0.05,Credit Card
T02666,29-01-24,C198,P049,S004,5,0,Cash
T02667,28-12-23,C045,P037,S005,5,0,Credit Card
T02668,20-05-24,C194,P015,S002,1,0.15,Bank Transfer
T02669,08-06-24,C192,P047,S003,4,0.05,Credit Card
T02670,17-12-23,C024,P001,S005,3,0.15,Bank Transfer
T02671,29-10-23,C131,P007,S001,4,0,Cash
T02672,06-02-25,C098,P014,S004,4,0,Bank Transfer
T02673,18-07-25,C093,P036,S003,1,0.15,Bank Transfer
T02674,12-06-25,C059,P009,S001,4,0.15,Cash
T02675,13-11-24,C071,P003,S003,1,0.05,Credit Card
T02676,01-02-24,C046,P005,S005,1,0.05,Credit Card
T02677,02-07-25,C036,P018,S004,1,0,Credit Card
T02678,14-09-23,C190,P003,S003,3,0.15,Credit Card
T02679,16-05-24,C108,P037,S002,2,0.05,Credit Card
T02680,03-07-24,C094,P042,S001,2,0,Mobile Money
T02681,22-11-24,C053,P006,S003,4,0.1,Bank Transfer
T02682,28-06-24,C160,P001,S003,1,0,Bank Transfer
T02683,26-11-24,C008,P003,S004,1,0.05,Mobile Money
T02684,03-01-24,C012,P013,S005,4,0.05,Credit Card
T02685,22-08-24,C026,P044,S001,3,0.05,Cash
T02686,01-05-25,C108,P038,S001,1,0.15,Mobile Money
T02687,10-02-24,C107,P030,S005,4,0.05,Cash
T02688,12-06-24,C080,P009,S004,4,0.1,Credit Card
T02689,27-07-25,C083,P004,S005,3,0,Mobile Money
T02690,17-05-25,C127,P010,S005,2,0.05,Credit Card
T02691,08-07-25,C132,P023,S002,2,0.05,Cash
T02692,01-01-25,C191,P044,S001,4,0.1,Cash
T02693,06-01-24,C064,P050,S002,3,0.05,Bank Transfer
T02694,23-09-23,C085,P044,S004,5,0.1,Credit Card
T02695,13-05-25,C084,P028,S004,3,0.05,Cash
T02696,21-06-24,C192,P042,S004,1,0.05,Credit Card
T02697,04-03-24,C004,P013,S002,1,0.05,Credit Card
T02698,22-03-25,C102,P042,S003,1,0.15,Mobile Money
T02699,16-02-25,C089,P008,S002,5,0.15,Mobile Money
T02700,23-10-23,C055,P032,S004,5,0.1,Mobile Money
T02701,07-01-24,C031,P016,S003,5,0.1,Bank Transfer
T02702,04-10-24,C048,P050,S003,3,0.15,Mobile Money
T02703,16-04-25,C170,P021,S001,3,0.1,Cash
T02704,03-04-24,C094,P039,S004,1,0.05,Cash
T02705,13-09-23,C059,P010,S004,1,0,Bank Transfer
T02706,27-04-25,C033,P030,S003,3,0.15,Mobile Money
T02707,16-08-24,C142,P005,S001,5,0.05,Mobile Money
T02708,24-05-25,C131,P040,S002,2,0.05,Cash
T02709,11-12-23,C051,P011,S003,5,0.05,Cash
T02710,18-03-25,C137,P031,S003,5,0.05,Credit Card
T02711,12-10-23,C096,P018,S002,1,0.05,Credit Card
T02712,08-08-25,C193,P050,S002,5,0.15,Credit Card
T02713,07-03-24,C072,P028,S001,4,0.1,Mobile Money
T02714,03-10-23,C134,P009,S004,4,0.15,Bank Transfer
T02715,05-10-24,C035,P030,S003,1,0,Bank Transfer
T02716,05-01-24,C182,P002,S005,3,0.05,Cash
T02717,02-05-24,C016,P045,S004,2,0.05,Mobile Money
T02718,28-04-25,C042,P024,S002,4,0.05,Mobile Money
T02719,27-07-25,C101,P025,S005,2,0.05,Bank Transfer
T02720,30-07-25,C019,P031,S002,3,0.05,Mobile Money
T02721,26-09-24,C032,P043,S005,2,0.05,Mobile Money
T02722,31-10-24,C037,P005,S003,3,0,Cash
T02723,27-08-25,C134,P006,S003,5,0,Mobile Money
T02724,07-09-25,C060,P005,S004,3,0,Mobile Money
T02725,07-08-24,C040,P038,S001,3,0.1,Cash
T02726,27-04-25,C098,P036,S003,1,0.15,Mobile Money
T02727,22-06-24,C150,P028,S002,4,0.1,Credit Card
T02728,02-02-25,C134,P032,S001,1,0.1,Credit Card
T02729,20-08-25,C171,P012,S004,4,0.15,Cash
T02730,03-02-25,C164,P038,S001,3,0.1,Bank Transfer
T02731,09-09-24,C164,P007,S005,3,0.15,Bank Transfer
T02732,01-06-24,C092,P007,S001,1,0,Mobile Money
T02733,01-06-24,C063,P012,S005,4,0.05,Mobile Money
T02734,25-03-25,C171,P045,S003,1,0.15,Mobile Money
T02735,10-07-24,C156,P031,S005,4,0,Cash
